time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-16 00:00:00+00:00,,,2.0,1.0
2022-01-17 00:00:00+00:00,,,1.0,1.0
2022-01-19 00:00:00+00:00,6.0,5.0,8.0,1.0
2022-01-26 00:00:00+00:00,1.0,1.0,,
