url_path,views_total,views_unique
/djmcgregor/djmcgregor.github.io/blob/5398b75b5f2d84eb05bfbadebd50d19b89f51c50/_posts/2020-09-24-aequs-rapidvent-production.md,2,1
/djmcgregor/djmcgregor.github.io/blob/9387429b63c92222a96c6baff41e04f847c01ea4/_pages/publications.md,2,1
/djmcgregor/djmcgregor.github.io/blob/d9153b23cf89801959a51812c6d2789377253ff7/_posts/2020-12-31-published-covid-emergency-ventilator.md,1,1
