time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-17 00:00:00+00:00,1.0,1.0,,
2022-11-24 00:00:00+00:00,,,1.0,1.0
2022-11-28 00:00:00+00:00,8.0,4.0,5.0,1.0
