time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-01-13 00:00:00+00:00,,,3.0,1.0
2021-01-14 00:00:00+00:00,3.0,3.0,,
2021-01-15 00:00:00+00:00,,,16.0,2.0
2021-01-18 00:00:00+00:00,2.0,2.0,8.0,1.0
2021-01-19 00:00:00+00:00,,,1.0,1.0
2021-01-22 00:00:00+00:00,8.0,8.0,147.0,1.0
