time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-05-07 00:00:00+00:00,4.0,4.0,8.0,1.0
2021-05-11 00:00:00+00:00,,,13.0,1.0
2021-05-15 00:00:00+00:00,1.0,1.0,,
