time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-02-12 00:00:00+00:00,,,1.0,1.0
2021-02-14 00:00:00+00:00,,,8.0,1.0
2021-02-15 00:00:00+00:00,,,2.0,1.0
2021-02-22 00:00:00+00:00,3.0,3.0,13.0,2.0
2021-02-23 00:00:00+00:00,,,1.0,1.0
2021-02-24 00:00:00+00:00,1.0,1.0,,
