time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-01-22 00:00:00+00:00,1.0,1.0,9,2
2021-01-23 00:00:00+00:00,3.0,2.0,53,3
2021-01-28 00:00:00+00:00,,,6,1
2021-01-29 00:00:00+00:00,,,2,1
2021-02-01 00:00:00+00:00,,,9,1
