time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-04-05 00:00:00+00:00,1.0,1.0,2,1
2021-04-06 00:00:00+00:00,4.0,4.0,13,1
2021-04-08 00:00:00+00:00,1.0,1.0,1,1
2021-04-09 00:00:00+00:00,,,1,1
