time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-02-27 00:00:00+00:00,1.0,1.0,,
2021-02-28 00:00:00+00:00,34.0,18.0,96.0,1.0
2021-03-01 00:00:00+00:00,1.0,1.0,,
2021-03-03 00:00:00+00:00,1.0,1.0,,
2021-03-04 00:00:00+00:00,,,9.0,1.0
2021-03-08 00:00:00+00:00,,,5.0,1.0
