url_path,views_total,views_unique
/djmcgregor/djmcgregor.github.io,1,1
/djmcgregor/djmcgregor.github.io/blob/5398b75b5f2d84eb05bfbadebd50d19b89f51c50/_pages/publications-list.md,1,1
/djmcgregor/djmcgregor.github.io/commit/5398b75b5f2d84eb05bfbadebd50d19b89f51c50,1,1
/djmcgregor/djmcgregor.github.io/commits/master,1,1
