url_path,views_total,views_unique
/djmcgregor/djmcgregor.github.io,3,1
/djmcgregor/djmcgregor.github.io/commit/7ad3f5c8e2fbb3cfeaa713efd8f22cbc55c8cf18,1,1
/djmcgregor/djmcgregor.github.io/commits/master,1,1
