time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-19 00:00:00+00:00,6,5,8.0,1.0
2022-01-26 00:00:00+00:00,1,1,,
2022-01-31 00:00:00+00:00,1,1,11.0,1.0
2022-02-01 00:00:00+00:00,1,1,,
